sub_region_1,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
East Midlands,2020-11-24,Tuesday,,Retail and Recreation,-61,-44,-43,-35,7,42
East Midlands,2020-11-24,Tuesday,,Grocery and Pharmacy,-16,-6,-5,9,4,35
East Midlands,2020-11-24,Tuesday,,Parks,-48,18,16,190,18,1774
East Midlands,2020-11-24,Tuesday,,Transit Stations,-57,-37,-38,-17,7,82
East Midlands,2020-11-24,Tuesday,,Workplaces,-46,-33,-34,-18,6,37
East Midlands,2020-11-24,Tuesday,,Residential,9,14,14,19,1,5
East Midlands,2020-11-25,Wednesday,,Retail and Recreation,-65,-47,-46,-36,7,43
East Midlands,2020-11-25,Wednesday,,Grocery and Pharmacy,-33,-9,-9,3,6,49
East Midlands,2020-11-25,Wednesday,,Parks,-62,-4,-5,135,15,1076
East Midlands,2020-11-25,Wednesday,,Transit Stations,-59,-39,-39,-16,9,84
East Midlands,2020-11-25,Wednesday,,Workplaces,-44,-33,-34,-17,6,33
East Midlands,2020-11-25,Wednesday,,Residential,10,15,15,20,1,4
East Midlands,2020-11-26,Thursday,,Retail and Recreation,-61,-44,-44,-34,7,40
East Midlands,2020-11-26,Thursday,,Grocery and Pharmacy,-26,-5,-4,9,6,43
East Midlands,2020-11-26,Thursday,,Parks,-44,26,23,203,21,1890
East Midlands,2020-11-26,Thursday,,Transit Stations,-56,-35,-34,-15,10,99
East Midlands,2020-11-26,Thursday,,Workplaces,-43,-33,-35,-16,6,33
East Midlands,2020-11-26,Thursday,,Residential,9,14,14,19,1,4
East Midlands,2020-11-27,Friday,,Retail and Recreation,-63,-46,-44,-30,8,52
East Midlands,2020-11-27,Friday,,Grocery and Pharmacy,-22,-3,-2,10,4,42
East Midlands,2020-11-27,Friday,,Parks,-54,18,13,204,21,1916
East Midlands,2020-11-27,Friday,,Transit Stations,-57,-36,-36,-17,9,103
East Midlands,2020-11-27,Friday,,Workplaces,-43,-33,-34,-18,6,29
East Midlands,2020-11-27,Friday,,Residential,10,15,15,19,1,4
East Midlands,2020-11-28,Saturday,,Retail and Recreation,-70,-55,-53,-41,10,64
East Midlands,2020-11-28,Saturday,,Grocery and Pharmacy,-23,-9,-8,7,7,43
East Midlands,2020-11-28,Saturday,,Parks,-75,-15,-10,43,24,543
East Midlands,2020-11-28,Saturday,,Transit Stations,-70,-49,-52,-16,7,114
East Midlands,2020-11-28,Saturday,,Workplaces,-33,-23,-23,0,7,45
East Midlands,2020-11-28,Saturday,,Residential,8,12,12,14,1,2
East Midlands,2020-11-29,Sunday,,Retail and Recreation,-71,-53,-51,-37,9,65
East Midlands,2020-11-29,Sunday,,Grocery and Pharmacy,-24,-11,-10,0,7,41
East Midlands,2020-11-29,Sunday,,Parks,-54,5,4,136,21,927
East Midlands,2020-11-29,Sunday,,Transit Stations,-65,-42,-42,-9,12,168
East Midlands,2020-11-29,Sunday,,Workplaces,-32,-22,-22,-4,7,33
East Midlands,2020-11-29,Sunday,,Residential,7,9,9,11,1,1
East Midlands,2020-11-30,Monday,,Retail and Recreation,-58,-39,-37,-26,9,63
East Midlands,2020-11-30,Monday,,Grocery and Pharmacy,-24,-5,-4,10,6,44
East Midlands,2020-11-30,Monday,,Parks,-63,-4,-3,102,16,841
East Midlands,2020-11-30,Monday,,Transit Stations,-56,-37,-36,-17,9,83
East Midlands,2020-11-30,Monday,,Workplaces,-44,-32,-34,-16,7,42
East Midlands,2020-11-30,Monday,,Residential,9,13,14,18,1,3
East Midlands,2020-12-01,Tuesday,,Retail and Recreation,-57,-40,-39,-29,7,45
East Midlands,2020-12-01,Tuesday,,Grocery and Pharmacy,-12,-1,-1,13,6,32
East Midlands,2020-12-01,Tuesday,,Parks,-47,18,18,65,20,716
East Midlands,2020-12-01,Tuesday,,Transit Stations,-56,-34,-34,-12,7,86
East Midlands,2020-12-01,Tuesday,,Workplaces,-44,-31,-32,-15,6,41
East Midlands,2020-12-01,Tuesday,,Residential,8,13,13,18,1,4
East Midlands,2020-12-02,Wednesday,,Retail and Recreation,-49,-29,-27,-16,9,76
East Midlands,2020-12-02,Wednesday,,Grocery and Pharmacy,-15,-2,-3,15,7,44
East Midlands,2020-12-02,Wednesday,,Parks,-60,2,4,124,18,950
East Midlands,2020-12-02,Wednesday,,Transit Stations,-54,-32,-32,-5,7,116
East Midlands,2020-12-02,Wednesday,,Workplaces,-39,-27,-29,-12,7,39
East Midlands,2020-12-02,Wednesday,,Residential,8,12,12,18,3,5
East Midlands,2020-12-03,Thursday,,Retail and Recreation,-51,-32,-32,-11,9,79
East Midlands,2020-12-03,Thursday,,Grocery and Pharmacy,-15,-3,-4,21,4,44
East Midlands,2020-12-03,Thursday,,Parks,-66,-13,-15,97,12,735
East Midlands,2020-12-03,Thursday,,Transit Stations,-53,-34,-35,1,9,118
East Midlands,2020-12-03,Thursday,,Workplaces,-40,-29,-30,-13,7,35
East Midlands,2020-12-03,Thursday,,Residential,9,13,13,18,1,4
East Midlands,2020-12-04,Friday,,Retail and Recreation,-58,-38,-38,-18,10,89
East Midlands,2020-12-04,Friday,,Grocery and Pharmacy,-18,-6,-6,16,6,49
East Midlands,2020-12-04,Friday,,Parks,-71,-17,-21,121,15,1026
East Midlands,2020-12-04,Friday,,Transit Stations,-54,-35,-37,-6,9,123
East Midlands,2020-12-04,Friday,,Workplaces,-41,-30,-30,-15,6,30
East Midlands,2020-12-04,Friday,,Residential,10,14,14,18,3,4
East Midlands,2020-12-05,Saturday,,Retail and Recreation,-60,-36,-36,-18,8,81
East Midlands,2020-12-05,Saturday,,Grocery and Pharmacy,-14,0,0,24,6,52
East Midlands,2020-12-05,Saturday,,Parks,-63,11,8,96,23,1174
East Midlands,2020-12-05,Saturday,,Transit Stations,-56,-36,-39,14,10,239
East Midlands,2020-12-05,Saturday,,Workplaces,-26,-12,-12,8,7,39
East Midlands,2020-12-05,Saturday,,Residential,5,8,9,10,1,2
East Midlands,2020-12-06,Sunday,,Retail and Recreation,-63,-39,-40,-16,10,110
East Midlands,2020-12-06,Sunday,,Grocery and Pharmacy,-16,-6,-6,9,6,38
East Midlands,2020-12-06,Sunday,,Parks,-64,9,5,108,19,1293
East Midlands,2020-12-06,Sunday,,Transit Stations,-57,-34,-36,11,10,184
East Midlands,2020-12-06,Sunday,,Workplaces,-27,-14,-14,6,4,44
East Midlands,2020-12-06,Sunday,,Residential,4,7,7,9,0,1
East Midlands,2020-12-07,Monday,,Retail and Recreation,-48,-24,-24,0,6,98
East Midlands,2020-12-07,Monday,,Grocery and Pharmacy,-14,0,0,27,6,59
East Midlands,2020-12-07,Monday,,Parks,-61,6,4,141,18,1215
East Midlands,2020-12-07,Monday,,Transit Stations,-51,-31,-33,11,9,143
East Midlands,2020-12-07,Monday,,Workplaces,-40,-29,-30,-13,7,44
East Midlands,2020-12-07,Monday,,Residential,7,11,11,15,1,3
East Midlands,2020-12-08,Tuesday,,Retail and Recreation,-49,-28,-27,-7,6,76
East Midlands,2020-12-08,Tuesday,,Grocery and Pharmacy,-14,0,1,24,4,54
East Midlands,2020-12-08,Tuesday,,Parks,-57,4,3,123,12,1062
East Midlands,2020-12-08,Tuesday,,Transit Stations,-52,-31,-32,9,9,134
East Midlands,2020-12-08,Tuesday,,Workplaces,-41,-28,-29,-11,6,43
East Midlands,2020-12-08,Tuesday,,Residential,8,11,12,17,1,4
East Midlands,2020-12-09,Wednesday,,Retail and Recreation,-50,-30,-29,-10,7,84
East Midlands,2020-12-09,Wednesday,,Grocery and Pharmacy,-14,-1,-1,26,4,63
East Midlands,2020-12-09,Wednesday,,Parks,-58,6,4,147,15,1237
East Midlands,2020-12-09,Wednesday,,Transit Stations,-54,-31,-32,6,6,133
East Midlands,2020-12-09,Wednesday,,Workplaces,-38,-27,-28,-10,6,37
East Midlands,2020-12-09,Wednesday,,Residential,8,12,12,17,1,4
East Midlands,2020-12-10,Thursday,,Retail and Recreation,-48,-30,-32,-5,7,87
East Midlands,2020-12-10,Thursday,,Grocery and Pharmacy,-11,1,2,25,6,52
East Midlands,2020-12-10,Thursday,,Parks,-56,9,6,144,17,1292
East Midlands,2020-12-10,Thursday,,Transit Stations,-55,-30,-30,6,10,154
East Midlands,2020-12-10,Thursday,,Workplaces,-39,-28,-29,-12,6,36
East Midlands,2020-12-10,Thursday,,Residential,7,12,12,16,1,4
East Midlands,2020-12-11,Friday,,Retail and Recreation,-53,-34,-33,-15,9,77
East Midlands,2020-12-11,Friday,,Grocery and Pharmacy,-13,1,2,24,6,47
East Midlands,2020-12-11,Friday,,Parks,-61,8,3,163,27,1654
East Midlands,2020-12-11,Friday,,Transit Stations,-52,-30,-31,-3,9,148
East Midlands,2020-12-11,Friday,,Workplaces,-38,-28,-28,-13,5,30
East Midlands,2020-12-11,Friday,,Residential,8,12,13,16,1,3
East Midlands,2020-12-12,Saturday,,Retail and Recreation,-60,-39,-39,-23,7,74
East Midlands,2020-12-12,Saturday,,Grocery and Pharmacy,-15,-1,-1,23,6,53
East Midlands,2020-12-12,Saturday,,Parks,-62,1,-2,65,24,863
East Midlands,2020-12-12,Saturday,,Transit Stations,-59,-35,-37,6,12,199
East Midlands,2020-12-12,Saturday,,Workplaces,-21,-12,-12,7,6,32
East Midlands,2020-12-12,Saturday,,Residential,5,9,9,11,1,2
East Midlands,2020-12-13,Sunday,,Retail and Recreation,-72,-47,-47,-29,6,99
East Midlands,2020-12-13,Sunday,,Grocery and Pharmacy,-21,-11,-12,5,7,42
East Midlands,2020-12-13,Sunday,,Parks,-79,-29,-28,23,16,389
East Midlands,2020-12-13,Sunday,,Transit Stations,-62,-42,-44,-4,7,142
East Midlands,2020-12-13,Sunday,,Workplaces,-29,-15,-16,6,7,45
East Midlands,2020-12-13,Sunday,,Residential,5,8,8,10,1,1
East Midlands,2020-12-14,Monday,,Retail and Recreation,-45,-25,-25,-3,9,96
East Midlands,2020-12-14,Monday,,Grocery and Pharmacy,-12,3,3,31,4,61
East Midlands,2020-12-14,Monday,,Parks,-54,22,16,174,24,2001
East Midlands,2020-12-14,Monday,,Transit Stations,-51,-30,-31,11,9,132
East Midlands,2020-12-14,Monday,,Workplaces,-42,-29,-30,-11,7,43
East Midlands,2020-12-14,Monday,,Residential,7,11,11,15,1,3
East Midlands,2020-12-15,Tuesday,,Retail and Recreation,-45,-26,-25,-3,7,78
East Midlands,2020-12-15,Tuesday,,Grocery and Pharmacy,-9,5,5,34,4,71
East Midlands,2020-12-15,Tuesday,,Parks,-49,19,16,74,24,818
East Midlands,2020-12-15,Tuesday,,Transit Stations,-52,-30,-30,5,10,126
East Midlands,2020-12-15,Tuesday,,Workplaces,-42,-29,-29,-12,7,40
East Midlands,2020-12-15,Tuesday,,Residential,7,11,11,16,1,4
East Midlands,2020-12-16,Wednesday,,Retail and Recreation,-52,-32,-31,-12,7,88
East Midlands,2020-12-16,Wednesday,,Grocery and Pharmacy,-12,2,1,29,6,69
East Midlands,2020-12-16,Wednesday,,Parks,-67,-5,-10,111,18,1051
East Midlands,2020-12-16,Wednesday,,Transit Stations,-56,-33,-34,0,9,141
East Midlands,2020-12-16,Wednesday,,Workplaces,-39,-28,-29,-11,6,34
East Midlands,2020-12-16,Wednesday,,Residential,8,12,13,18,1,5
East Midlands,2020-12-17,Thursday,,Retail and Recreation,-46,-28,-29,-3,9,80
East Midlands,2020-12-17,Thursday,,Grocery and Pharmacy,-6,8,9,34,4,58
East Midlands,2020-12-17,Thursday,,Parks,-46,26,18,202,30,2159
East Midlands,2020-12-17,Thursday,,Transit Stations,-53,-29,-31,5,10,129
East Midlands,2020-12-17,Thursday,,Workplaces,-41,-29,-29,-12,6,34
East Midlands,2020-12-17,Thursday,,Residential,7,12,12,16,1,4
East Midlands,2020-12-18,Friday,,Retail and Recreation,-53,-33,-33,-11,9,87
East Midlands,2020-12-18,Friday,,Grocery and Pharmacy,-13,3,3,28,6,62
East Midlands,2020-12-18,Friday,,Parks,-66,-1,-6,129,19,1287
East Midlands,2020-12-18,Friday,,Transit Stations,-55,-34,-36,-3,7,121
East Midlands,2020-12-18,Friday,,Workplaces,-46,-33,-34,-18,6,31
East Midlands,2020-12-18,Friday,,Residential,9,14,14,18,1,4
East Midlands,2020-12-19,Saturday,,Retail and Recreation,-55,-38,-38,-18,7,75
East Midlands,2020-12-19,Saturday,,Grocery and Pharmacy,-12,3,4,29,7,63
East Midlands,2020-12-19,Saturday,,Parks,-58,16,8,97,27,1105
East Midlands,2020-12-19,Saturday,,Transit Stations,-57,-31,-33,15,10,249
East Midlands,2020-12-19,Saturday,,Workplaces,-23,-12,-11,4,5,35
East Midlands,2020-12-19,Saturday,,Residential,5,8,8,10,1,2
East Midlands,2020-12-20,Sunday,,Retail and Recreation,-59,-38,-38,-20,7,85
East Midlands,2020-12-20,Sunday,,Grocery and Pharmacy,-12,1,-1,19,7,54
East Midlands,2020-12-20,Sunday,,Parks,-48,25,20,133,25,1137
East Midlands,2020-12-20,Sunday,,Transit Stations,-57,-28,-30,2,11,207
East Midlands,2020-12-20,Sunday,,Workplaces,-21,-9,-8,9,7,53
East Midlands,2020-12-20,Sunday,,Residential,3,6,6,8,1,1
East Midlands,2020-12-21,Monday,,Retail and Recreation,-43,-19,-18,11,9,129
East Midlands,2020-12-21,Monday,,Grocery and Pharmacy,1,23,25,58,9,118
East Midlands,2020-12-21,Monday,,Parks,-59,3,-1,139,19,1415
East Midlands,2020-12-21,Monday,,Transit Stations,-58,-39,-40,-2,6,124
East Midlands,2020-12-21,Monday,,Workplaces,-57,-44,-46,-25,5,44
East Midlands,2020-12-21,Monday,,Residential,9,14,15,19,1,4
East Midlands,2020-12-22,Tuesday,,Retail and Recreation,-42,-16,-16,12,9,115
East Midlands,2020-12-22,Tuesday,,Grocery and Pharmacy,6,32,31,67,7,131
East Midlands,2020-12-22,Tuesday,,Parks,-48,31,26,89,34,1093
East Midlands,2020-12-22,Tuesday,,Transit Stations,-58,-34,-35,5,12,163
East Midlands,2020-12-22,Tuesday,,Workplaces,-59,-45,-47,-27,6,42
East Midlands,2020-12-22,Tuesday,,Residential,8,14,14,19,3,5
East Midlands,2020-12-23,Wednesday,,Retail and Recreation,-52,-24,-22,-4,9,118
East Midlands,2020-12-23,Wednesday,,Grocery and Pharmacy,0,32,31,75,9,169
East Midlands,2020-12-23,Wednesday,,Parks,-67,-14,-16,129,19,1107
East Midlands,2020-12-23,Wednesday,,Transit Stations,-62,-42,-42,-11,6,109
East Midlands,2020-12-23,Wednesday,,Workplaces,-61,-50,-51,-33,5,33
East Midlands,2020-12-23,Wednesday,,Residential,11,17,17,22,3,6
East Midlands,2020-12-24,Thursday,,Retail and Recreation,-50,-29,-29,-1,10,120
East Midlands,2020-12-24,Thursday,,Grocery and Pharmacy,2,25,24,55,10,96
East Midlands,2020-12-24,Thursday,,Parks,-39,37,28,287,44,3958
East Midlands,2020-12-24,Thursday,,Transit Stations,-64,-42,-45,-15,10,139
East Midlands,2020-12-24,Thursday,,Workplaces,-71,-64,-65,-54,4,17
East Midlands,2020-12-24,Thursday,,Residential,15,20,20,25,3,5
East Midlands,2020-12-25,Friday,Christmas,Retail and Recreation,-96,-92,-93,-86,3,5
East Midlands,2020-12-25,Friday,Christmas,Grocery and Pharmacy,-94,-91,-92,-80,1,8
East Midlands,2020-12-25,Friday,Christmas,Parks,-62,-18,-24,188,19,1757
East Midlands,2020-12-25,Friday,Christmas,Transit Stations,-90,-73,-72,-53,10,91
East Midlands,2020-12-25,Friday,Christmas,Workplaces,-90,-86,-86,-80,3,6
East Midlands,2020-12-25,Friday,Christmas,Residential,22,26,26,30,1,2
East Midlands,2020-12-26,Saturday,,Retail and Recreation,-85,-77,-78,-52,4,44
East Midlands,2020-12-26,Saturday,,Grocery and Pharmacy,-69,-62,-61,-52,4,21
East Midlands,2020-12-26,Saturday,,Parks,-69,-13,-14,80,19,752
East Midlands,2020-12-26,Saturday,,Transit Stations,-86,-67,-67,-30,6,122
East Midlands,2020-12-26,Saturday,,Workplaces,-62,-53,-53,-42,6,27
East Midlands,2020-12-26,Saturday,,Residential,12,14,14,17,0,1
East Midlands,2020-12-27,Sunday,,Retail and Recreation,-69,-50,-50,-27,7,83
East Midlands,2020-12-27,Sunday,,Grocery and Pharmacy,-26,-16,-18,10,7,60
East Midlands,2020-12-27,Sunday,,Parks,-50,24,16,173,18,1338
East Midlands,2020-12-27,Sunday,,Transit Stations,-64,-43,-44,-5,10,191
East Midlands,2020-12-27,Sunday,,Workplaces,-40,-27,-27,-14,9,43
East Midlands,2020-12-27,Sunday,,Residential,6,8,8,11,0,1
East Midlands,2020-12-28,Monday,Boxing Day,Retail and Recreation,-68,-41,-43,1,12,179
East Midlands,2020-12-28,Monday,Boxing Day,Grocery and Pharmacy,-32,-19,-20,10,6,64
East Midlands,2020-12-28,Monday,Boxing Day,Parks,-50,24,24,108,24,1155
East Midlands,2020-12-28,Monday,Boxing Day,Transit Stations,-78,-60,-63,-17,7,150
East Midlands,2020-12-28,Monday,Boxing Day,Workplaces,-84,-76,-78,-56,4,38
East Midlands,2020-12-28,Monday,Boxing Day,Residential,19,25,25,31,3,6
East Midlands,2020-12-29,Tuesday,,Retail and Recreation,-57,-37,-37,-11,13,135
East Midlands,2020-12-29,Tuesday,,Grocery and Pharmacy,-19,-5,-6,24,4,73
East Midlands,2020-12-29,Tuesday,,Parks,-53,11,9,73,24,822
East Midlands,2020-12-29,Tuesday,,Transit Stations,-71,-53,-55,-21,6,98
East Midlands,2020-12-29,Tuesday,,Workplaces,-74,-66,-68,-45,6,44
East Midlands,2020-12-29,Tuesday,,Residential,15,23,23,28,3,7
East Midlands,2020-12-30,Wednesday,,Retail and Recreation,-52,-29,-30,-1,9,144
East Midlands,2020-12-30,Wednesday,,Grocery and Pharmacy,-16,8,6,46,7,114
East Midlands,2020-12-30,Wednesday,,Parks,-45,24,26,105,21,998
East Midlands,2020-12-30,Wednesday,,Transit Stations,-68,-50,-51,-17,10,122
East Midlands,2020-12-30,Wednesday,,Workplaces,-73,-64,-66,-43,5,38
East Midlands,2020-12-30,Wednesday,,Residential,15,22,22,28,3,7
East Midlands,2020-12-31,Thursday,,Retail and Recreation,-69,-53,-53,-41,7,43
East Midlands,2020-12-31,Thursday,,Grocery and Pharmacy,-15,8,8,30,7,66
East Midlands,2020-12-31,Thursday,,Parks,-51,28,19,235,34,2710
East Midlands,2020-12-31,Thursday,,Transit Stations,-73,-58,-58,-43,7,57
East Midlands,2020-12-31,Thursday,,Workplaces,-75,-69,-71,-52,4,26
East Midlands,2020-12-31,Thursday,,Residential,18,25,25,30,1,7
East Midlands,2021-01-01,Friday,,Retail and Recreation,-91,-84,-84,-78,1,7
East Midlands,2021-01-01,Friday,,Grocery and Pharmacy,-75,-68,-68,-58,3,14
East Midlands,2021-01-01,Friday,,Parks,-65,1,-7,247,24,2745
East Midlands,2021-01-01,Friday,,Transit Stations,-88,-78,-79,-56,6,39
East Midlands,2021-01-01,Friday,,Workplaces,-88,-84,-85,-76,3,10
East Midlands,2021-01-01,Friday,,Residential,27,32,32,36,1,4
East Midlands,2021-01-02,Saturday,,Retail and Recreation,-79,-67,-67,-55,6,29
East Midlands,2021-01-02,Saturday,,Grocery and Pharmacy,-31,-20,-20,-5,6,34
East Midlands,2021-01-02,Saturday,,Parks,-62,4,1,118,25,1065
East Midlands,2021-01-02,Saturday,,Transit Stations,-75,-59,-60,-42,6,57
East Midlands,2021-01-02,Saturday,,Workplaces,-48,-37,-38,-23,5,25
East Midlands,2021-01-02,Saturday,,Residential,13,15,15,17,1,1
East Midlands,2021-01-03,Sunday,,Retail and Recreation,-78,-66,-66,-56,4,26
East Midlands,2021-01-03,Sunday,,Grocery and Pharmacy,-30,-21,-22,-9,7,34
East Midlands,2021-01-03,Sunday,,Parks,-70,-11,-10,100,18,789
East Midlands,2021-01-03,Sunday,,Transit Stations,-71,-53,-54,-31,10,81
East Midlands,2021-01-03,Sunday,,Workplaces,-37,-27,-28,-13,7,37
East Midlands,2021-01-03,Sunday,,Residential,9,11,11,12,0,1
East Midlands,2021-01-04,Monday,,Retail and Recreation,-66,-52,-51,-40,7,40
East Midlands,2021-01-04,Monday,,Grocery and Pharmacy,-30,-13,-12,5,6,41
East Midlands,2021-01-04,Monday,,Parks,-63,-4,-6,114,19,963
East Midlands,2021-01-04,Monday,,Transit Stations,-66,-52,-51,-36,7,54
East Midlands,2021-01-04,Monday,,Workplaces,-53,-40,-42,-23,6,46
East Midlands,2021-01-04,Monday,,Residential,12,17,17,21,1,4
East Midlands,2021-01-05,Tuesday,,Retail and Recreation,-70,-57,-57,-49,6,25
East Midlands,2021-01-05,Tuesday,,Grocery and Pharmacy,-31,-18,-18,-1,4,39
East Midlands,2021-01-05,Tuesday,,Parks,-60,-1,-8,145,15,1348
East Midlands,2021-01-05,Tuesday,,Transit Stations,-67,-52,-52,-37,7,56
East Midlands,2021-01-05,Tuesday,,Workplaces,-56,-43,-44,-27,4,39
East Midlands,2021-01-05,Tuesday,,Residential,12,18,19,24,1,5
East Midlands,2021-01-06,Wednesday,,Retail and Recreation,-72,-58,-58,-50,6,24
East Midlands,2021-01-06,Wednesday,,Grocery and Pharmacy,-32,-19,-20,-3,3,33
East Midlands,2021-01-06,Wednesday,,Parks,-69,-2,-2,128,16,1074
East Midlands,2021-01-06,Wednesday,,Transit Stations,-67,-50,-48,-31,7,64
East Midlands,2021-01-06,Wednesday,,Workplaces,-55,-42,-44,-28,5,36
East Midlands,2021-01-06,Wednesday,,Residential,13,19,19,24,3,6
East Midlands,2021-01-07,Thursday,,Retail and Recreation,-70,-59,-59,-50,4,26
East Midlands,2021-01-07,Thursday,,Grocery and Pharmacy,-28,-18,-19,-3,6,34
East Midlands,2021-01-07,Thursday,,Parks,-60,-1,-6,107,10,836
East Midlands,2021-01-07,Thursday,,Transit Stations,-67,-50,-50,-32,9,85
East Midlands,2021-01-07,Thursday,,Workplaces,-57,-43,-44,-31,4,34
East Midlands,2021-01-07,Thursday,,Residential,13,19,19,24,3,6
East Midlands,2021-01-08,Friday,,Retail and Recreation,-74,-62,-61,-51,6,27
East Midlands,2021-01-08,Friday,,Grocery and Pharmacy,-29,-20,-20,-8,4,23
East Midlands,2021-01-08,Friday,,Parks,-78,-13,-12,88,18,780
East Midlands,2021-01-08,Friday,,Transit Stations,-68,-53,-52,-41,6,49
East Midlands,2021-01-08,Friday,,Workplaces,-55,-43,-44,-29,4,29
East Midlands,2021-01-08,Friday,,Residential,14,20,20,24,3,5
East Midlands,2021-01-09,Saturday,,Retail and Recreation,-80,-66,-65,-57,4,31
East Midlands,2021-01-09,Saturday,,Grocery and Pharmacy,-28,-19,-18,-4,6,34
East Midlands,2021-01-09,Saturday,,Parks,-79,2,5,61,31,1007
East Midlands,2021-01-09,Saturday,,Transit Stations,-74,-57,-57,-30,7,79
East Midlands,2021-01-09,Saturday,,Workplaces,-46,-30,-30,-15,4,30
East Midlands,2021-01-09,Saturday,,Residential,11,14,14,16,1,2
East Midlands,2021-01-10,Sunday,,Retail and Recreation,-83,-67,-66,-58,4,32
East Midlands,2021-01-10,Sunday,,Grocery and Pharmacy,-31,-24,-24,-13,6,25
East Midlands,2021-01-10,Sunday,,Parks,-81,-1,3,41,19,625
East Midlands,2021-01-10,Sunday,,Transit Stations,-70,-53,-54,-28,11,92
East Midlands,2021-01-10,Sunday,,Workplaces,-41,-28,-28,-13,4,28
East Midlands,2021-01-10,Sunday,,Residential,8,11,11,13,1,1
East Midlands,2021-01-11,Monday,,Retail and Recreation,-69,-56,-56,-45,7,39
East Midlands,2021-01-11,Monday,,Grocery and Pharmacy,-31,-22,-22,-9,4,28
East Midlands,2021-01-11,Monday,,Parks,-75,-7,-5,65,13,616
East Midlands,2021-01-11,Monday,,Transit Stations,-67,-51,-51,-30,10,75
East Midlands,2021-01-11,Monday,,Workplaces,-57,-42,-44,-26,5,40
East Midlands,2021-01-11,Monday,,Residential,12,18,18,22,1,4
East Midlands,2021-01-12,Tuesday,,Retail and Recreation,-69,-57,-56,-47,4,28
East Midlands,2021-01-12,Tuesday,,Grocery and Pharmacy,-30,-19,-20,-5,4,31
East Midlands,2021-01-12,Tuesday,,Parks,-63,14,10,168,19,1673
East Midlands,2021-01-12,Tuesday,,Transit Stations,-66,-50,-50,-29,10,83
East Midlands,2021-01-12,Tuesday,,Workplaces,-57,-43,-45,-28,4,38
East Midlands,2021-01-12,Tuesday,,Residential,12,18,19,23,1,6
East Midlands,2021-01-13,Wednesday,,Retail and Recreation,-74,-61,-60,-52,6,27
East Midlands,2021-01-13,Wednesday,,Grocery and Pharmacy,-34,-24,-24,-11,6,28
East Midlands,2021-01-13,Wednesday,,Parks,-80,-25,-24,50,16,517
East Midlands,2021-01-13,Wednesday,,Transit Stations,-69,-53,-54,-35,10,69
East Midlands,2021-01-13,Wednesday,,Workplaces,-57,-44,-45,-28,4,35
East Midlands,2021-01-13,Wednesday,,Residential,13,19,19,25,3,6
East Midlands,2021-01-14,Thursday,,Retail and Recreation,-77,-65,-65,-58,6,27
East Midlands,2021-01-14,Thursday,,Grocery and Pharmacy,-37,-27,-27,-13,6,27
East Midlands,2021-01-14,Thursday,,Parks,-78,-25,-25,48,10,408
East Midlands,2021-01-14,Thursday,,Transit Stations,-70,-54,-55,-37,9,67
East Midlands,2021-01-14,Thursday,,Workplaces,-59,-47,-47,-33,4,27
East Midlands,2021-01-14,Thursday,,Residential,13,20,20,25,1,6
East Midlands,2021-01-15,Friday,,Retail and Recreation,-74,-63,-63,-53,4,29
East Midlands,2021-01-15,Friday,,Grocery and Pharmacy,-30,-20,-21,-9,4,25
East Midlands,2021-01-15,Friday,,Parks,-79,-9,-12,107,22,902
East Midlands,2021-01-15,Friday,,Transit Stations,-69,-52,-52,-33,6,67
East Midlands,2021-01-15,Friday,,Workplaces,-57,-46,-46,-33,4,23
East Midlands,2021-01-15,Friday,,Residential,13,19,20,24,1,4
East Midlands,2021-01-16,Saturday,,Retail and Recreation,-82,-68,-68,-56,5,31
East Midlands,2021-01-16,Saturday,,Grocery and Pharmacy,-31,-22,-21,-11,6,32
East Midlands,2021-01-16,Saturday,,Parks,-86,-25,-20,11,22,463
East Midlands,2021-01-16,Saturday,,Transit Stations,-77,-59,-59,-39,6,74
East Midlands,2021-01-16,Saturday,,Workplaces,-43,-32,-32,-23,4,21
East Midlands,2021-01-16,Saturday,,Residential,12,14,15,16,1,1
East Midlands,2021-01-17,Sunday,,Retail and Recreation,-81,-66,-64,-57,4,34
East Midlands,2021-01-17,Sunday,,Grocery and Pharmacy,-32,-24,-24,-10,7,33
East Midlands,2021-01-17,Sunday,,Parks,-76,12,17,58,23,764
East Midlands,2021-01-17,Sunday,,Transit Stations,-70,-49,-51,-21,14,161
East Midlands,2021-01-17,Sunday,,Workplaces,-40,-29,-29,-19,4,23
East Midlands,2021-01-17,Sunday,,Residential,8,10,10,12,1,1
East Midlands,2021-01-18,Monday,,Retail and Recreation,-69,-56,-56,-45,6,36
East Midlands,2021-01-18,Monday,,Grocery and Pharmacy,-31,-22,-22,-11,4,24
East Midlands,2021-01-18,Monday,,Parks,-73,1,0,108,19,1015
East Midlands,2021-01-18,Monday,,Transit Stations,-66,-48,-48,-29,9,81
East Midlands,2021-01-18,Monday,,Workplaces,-57,-44,-45,-27,4,39
East Midlands,2021-01-18,Monday,,Residential,11,17,17,22,1,5
East Midlands,2021-01-19,Tuesday,,Retail and Recreation,-71,-59,-59,-48,6,31
East Midlands,2021-01-19,Tuesday,,Grocery and Pharmacy,-31,-22,-23,-11,4,23
East Midlands,2021-01-19,Tuesday,,Parks,-71,-8,-6,101,14,799
East Midlands,2021-01-19,Tuesday,,Transit Stations,-67,-51,-50,-27,9,70
