sub_region_1,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
East Midlands,2020-08-01,Saturday,,Grocery and Pharmacy,-29,-7,-12,93,9,368
East Midlands,2020-08-01,Saturday,,Parks,-5,73,54,512,25,9617
East Midlands,2020-08-01,Saturday,,Transit Stations,-55,-11,-17,75,18,708
East Midlands,2020-08-01,Saturday,,Workplaces,-22,-11,-11,-3,4,16
East Midlands,2020-08-01,Saturday,,Residential,1,3,3,6,1,1
East Midlands,2020-08-02,Sunday,,Retail and Recreation,-55,-16,-23,140,10,981
East Midlands,2020-08-02,Sunday,,Grocery and Pharmacy,-31,-9,-14,103,9,422
East Midlands,2020-08-02,Sunday,,Parks,16,86,68,524,36,9706
East Midlands,2020-08-02,Sunday,,Transit Stations,-50,-2,-7,95,16,1002
East Midlands,2020-08-02,Sunday,,Workplaces,-16,-6,-7,6,4,23
East Midlands,2020-08-02,Sunday,,Residential,0,1,1,4,1,1
East Midlands,2020-08-03,Monday,,Retail and Recreation,-36,-5,-7,124,9,604
East Midlands,2020-08-03,Monday,,Grocery and Pharmacy,-24,-7,-9,69,6,212
East Midlands,2020-08-03,Monday,,Parks,27,63,67,88,21,359
East Midlands,2020-08-03,Monday,,Transit Stations,-52,-19,-22,42,10,393
East Midlands,2020-08-03,Monday,,Workplaces,-57,-44,-45,-31,4,29
East Midlands,2020-08-03,Monday,,Residential,6,10,10,14,1,3
East Midlands,2020-08-04,Tuesday,,Retail and Recreation,-39,-6,-8,120,10,579
East Midlands,2020-08-04,Tuesday,,Grocery and Pharmacy,-26,-8,-10,65,6,207
East Midlands,2020-08-04,Tuesday,,Parks,9,81,60,557,21,12995
East Midlands,2020-08-04,Tuesday,,Transit Stations,-54,-23,-27,39,10,364
East Midlands,2020-08-04,Tuesday,,Workplaces,-57,-44,-45,-33,4,27
East Midlands,2020-08-04,Tuesday,,Residential,6,12,12,16,1,4
East Midlands,2020-08-05,Wednesday,,Retail and Recreation,-39,-4,-6,111,10,549
East Midlands,2020-08-05,Wednesday,,Grocery and Pharmacy,-27,-10,-12,65,4,209
East Midlands,2020-08-05,Wednesday,,Parks,14,78,57,546,30,12102
East Midlands,2020-08-05,Wednesday,,Transit Stations,-56,-25,-25,31,12,305
East Midlands,2020-08-05,Wednesday,,Workplaces,-55,-44,-44,-31,4,27
East Midlands,2020-08-05,Wednesday,,Residential,6,11,12,16,1,5
East Midlands,2020-08-06,Thursday,,Retail and Recreation,-43,-12,-15,109,9,559
East Midlands,2020-08-06,Thursday,,Grocery and Pharmacy,-21,-5,-7,69,4,213
East Midlands,2020-08-06,Thursday,,Parks,35,103,83,613,30,15054
East Midlands,2020-08-06,Thursday,,Transit Stations,-55,-22,-25,49,12,416
East Midlands,2020-08-06,Thursday,,Workplaces,-56,-44,-45,-32,4,28
East Midlands,2020-08-06,Thursday,,Residential,5,11,11,15,3,5
East Midlands,2020-08-07,Friday,,Retail and Recreation,-49,-19,-20,93,9,486
East Midlands,2020-08-07,Friday,,Grocery and Pharmacy,-22,-8,-11,73,6,234
East Midlands,2020-08-07,Friday,,Parks,17,93,71,623,27,14833
East Midlands,2020-08-07,Friday,,Transit Stations,-57,-21,-26,48,10,475
East Midlands,2020-08-07,Friday,,Workplaces,-55,-44,-45,-33,4,23
East Midlands,2020-08-07,Friday,,Residential,5,10,10,14,1,4
East Midlands,2020-08-08,Saturday,,Retail and Recreation,-55,-25,-28,96,10,550
East Midlands,2020-08-08,Saturday,,Grocery and Pharmacy,-29,-8,-12,101,7,418
East Midlands,2020-08-08,Saturday,,Parks,3,83,54,537,25,12001
East Midlands,2020-08-08,Saturday,,Transit Stations,-56,-13,-18,70,19,608
East Midlands,2020-08-08,Saturday,,Workplaces,-19,-11,-11,2,4,19
East Midlands,2020-08-08,Saturday,,Residential,0,3,2,4,1,1
East Midlands,2020-08-09,Sunday,,Retail and Recreation,-50,-15,-21,143,13,1013
East Midlands,2020-08-09,Sunday,,Grocery and Pharmacy,-33,-11,-14,104,6,434
East Midlands,2020-08-09,Sunday,,Parks,9,80,64,484,25,9399
East Midlands,2020-08-09,Sunday,,Transit Stations,-55,-7,-9,83,21,958
East Midlands,2020-08-09,Sunday,,Workplaces,-15,-6,-6,11,4,26
East Midlands,2020-08-09,Sunday,,Residential,0,1,1,2,0,0
East Midlands,2020-08-10,Monday,,Retail and Recreation,-29,3,0,132,10,682
East Midlands,2020-08-10,Monday,,Grocery and Pharmacy,-23,-8,-11,74,4,243
East Midlands,2020-08-10,Monday,,Parks,26,69,68,116,28,545
East Midlands,2020-08-10,Monday,,Transit Stations,-54,-20,-24,47,13,434
East Midlands,2020-08-10,Monday,,Workplaces,-57,-44,-44,-30,5,34
East Midlands,2020-08-10,Monday,,Residential,5,9,10,13,1,4
East Midlands,2020-08-11,Tuesday,,Retail and Recreation,-32,2,0,128,10,669
East Midlands,2020-08-11,Tuesday,,Grocery and Pharmacy,-24,-8,-11,69,6,224
East Midlands,2020-08-11,Tuesday,,Parks,29,95,67,633,27,15782
East Midlands,2020-08-11,Tuesday,,Transit Stations,-54,-24,-28,52,13,386
East Midlands,2020-08-11,Tuesday,,Workplaces,-57,-44,-44,-31,4,30
East Midlands,2020-08-11,Tuesday,,Residential,5,10,11,15,1,5
East Midlands,2020-08-12,Wednesday,,Retail and Recreation,-34,0,-2,123,13,620
East Midlands,2020-08-12,Wednesday,,Grocery and Pharmacy,-26,-7,-9,69,4,220
East Midlands,2020-08-12,Wednesday,,Parks,18,76,49,608,30,15372
East Midlands,2020-08-12,Wednesday,,Transit Stations,-54,-25,-26,37,12,296
East Midlands,2020-08-12,Wednesday,,Workplaces,-55,-43,-44,-30,4,28
East Midlands,2020-08-12,Wednesday,,Residential,5,11,11,16,3,6
East Midlands,2020-08-13,Thursday,,Retail and Recreation,-43,-14,-17,104,9,516
East Midlands,2020-08-13,Thursday,,Grocery and Pharmacy,-23,-7,-8,62,4,190
East Midlands,2020-08-13,Thursday,,Parks,12,70,53,546,28,11241
East Midlands,2020-08-13,Thursday,,Transit Stations,-57,-26,-29,30,15,316
East Midlands,2020-08-13,Thursday,,Workplaces,-55,-44,-44,-31,5,30
East Midlands,2020-08-13,Thursday,,Residential,6,11,12,15,1,6
East Midlands,2020-08-14,Friday,,Retail and Recreation,-45,-14,-16,88,10,399
East Midlands,2020-08-14,Friday,,Grocery and Pharmacy,-24,-9,-11,58,4,162
East Midlands,2020-08-14,Friday,,Parks,19,80,67,480,24,8886
East Midlands,2020-08-14,Friday,,Transit Stations,-53,-21,-22,34,13,356
East Midlands,2020-08-14,Friday,,Workplaces,-55,-43,-43,-31,4,25
East Midlands,2020-08-14,Friday,,Residential,6,10,10,13,1,3
East Midlands,2020-08-15,Saturday,,Retail and Recreation,-52,-23,-26,80,8,405
East Midlands,2020-08-15,Saturday,,Grocery and Pharmacy,-31,-11,-15,76,6,281
East Midlands,2020-08-15,Saturday,,Parks,-8,61,42,422,28,7910
East Midlands,2020-08-15,Saturday,,Transit Stations,-53,-16,-19,50,15,461
East Midlands,2020-08-15,Saturday,,Workplaces,-22,-11,-11,2,3,19
East Midlands,2020-08-15,Saturday,,Residential,2,3,3,5,1,1
East Midlands,2020-08-16,Sunday,,Retail and Recreation,-51,-25,-29,111,9,602
East Midlands,2020-08-16,Sunday,,Grocery and Pharmacy,-34,-16,-18,77,4,272
East Midlands,2020-08-16,Sunday,,Parks,-51,15,-2,380,23,5796
East Midlands,2020-08-16,Sunday,,Transit Stations,-58,-22,-24,35,15,428
East Midlands,2020-08-16,Sunday,,Workplaces,-18,-9,-10,5,4,24
East Midlands,2020-08-16,Sunday,,Residential,2,3,3,5,0,1
East Midlands,2020-08-17,Monday,,Retail and Recreation,-27,-17,-16,-4,11,81
East Midlands,2020-08-17,Monday,,Grocery and Pharmacy,-24,-16,-15,-10,3,14
East Midlands,2020-08-17,Monday,,Parks,,,,,,
East Midlands,2020-08-17,Monday,,Transit Stations,-53,-36,-33,-13,22,235
East Midlands,2020-08-17,Monday,,Workplaces,-55,-43,-44,-29,4,32
East Midlands,2020-08-17,Monday,,Residential,6,10,10,13,1,3
East Midlands,2020-08-18,Tuesday,,Retail and Recreation,-28,-17,-16,0,10,105
East Midlands,2020-08-18,Tuesday,,Grocery and Pharmacy,-22,-16,-15,-11,4,14
East Midlands,2020-08-18,Tuesday,,Parks,,,,,,
East Midlands,2020-08-18,Tuesday,,Transit Stations,-55,-39,-34,-22,18,195
East Midlands,2020-08-18,Tuesday,,Workplaces,-54,-41,-42,-26,4,34
East Midlands,2020-08-18,Tuesday,,Residential,5,10,10,15,1,5
East Midlands,2020-08-19,Wednesday,,Retail and Recreation,-35,-22,-21,-9,11,94
East Midlands,2020-08-19,Wednesday,,Grocery and Pharmacy,-26,-19,-18,-14,3,14
East Midlands,2020-08-19,Wednesday,,Parks,,,,,,
East Midlands,2020-08-19,Wednesday,,Transit Stations,-57,-40,-37,-23,21,215
East Midlands,2020-08-19,Wednesday,,Workplaces,-54,-42,-43,-28,4,31
East Midlands,2020-08-19,Wednesday,,Residential,6,12,12,16,1,5
East Midlands,2020-08-20,Thursday,,Retail and Recreation,-39,-25,-23,-10,4,87
East Midlands,2020-08-20,Thursday,,Grocery and Pharmacy,-18,-10,-9,-6,3,11
East Midlands,2020-08-20,Thursday,,Parks,,,,,,
East Midlands,2020-08-20,Thursday,,Transit Stations,-53,-37,-32,-16,24,225
East Midlands,2020-08-20,Thursday,,Workplaces,-53,-41,-42,-28,4,28
East Midlands,2020-08-20,Thursday,,Residential,5,10,10,13,1,4
East Midlands,2020-08-21,Friday,,Retail and Recreation,-45,-28,-26,-16,8,82
East Midlands,2020-08-21,Friday,,Grocery and Pharmacy,-22,-14,-13,-6,3,15
East Midlands,2020-08-21,Friday,,Parks,,,,,,
East Midlands,2020-08-21,Friday,,Transit Stations,-56,-32,-33,-3,26,400
East Midlands,2020-08-21,Friday,,Workplaces,-53,-42,-42,-30,3,24
East Midlands,2020-08-21,Friday,,Residential,6,10,11,13,1,2
East Midlands,2020-08-22,Saturday,,Retail and Recreation,-48,-32,-28,-24,6,58
East Midlands,2020-08-22,Saturday,,Grocery and Pharmacy,-22,-16,-16,-8,4,14
East Midlands,2020-08-22,Saturday,,Parks,5,6,6,6,1,0
East Midlands,2020-08-22,Saturday,,Transit Stations,-53,-41,-47,-28,9,113
East Midlands,2020-08-22,Saturday,,Workplaces,-19,-14,-13,-12,1,11
East Midlands,2020-08-22,Saturday,,Residential,1,3,3,5,0,1
East Midlands,2020-08-23,Sunday,,Retail and Recreation,-47,-34,-33,-22,9,77
East Midlands,2020-08-23,Sunday,,Grocery and Pharmacy,-22,-19,-20,-11,2,18
East Midlands,2020-08-23,Sunday,,Parks,0,0,0,0,0,
East Midlands,2020-08-23,Sunday,,Transit Stations,-52,-41,-41,-30,16,242
East Midlands,2020-08-23,Sunday,,Workplaces,-11,-11,-11,-11,0,0
East Midlands,2020-08-23,Sunday,,Residential,0,2,2,3,1,1
East Midlands,2020-08-24,Monday,,Retail and Recreation,-21,-12,-12,-4,7,46
East Midlands,2020-08-24,Monday,,Grocery and Pharmacy,-22,-14,-14,-8,3,13
East Midlands,2020-08-24,Monday,,Parks,,,,,,
East Midlands,2020-08-24,Monday,,Transit Stations,-50,-33,-34,-11,21,243
East Midlands,2020-08-24,Monday,,Workplaces,-54,-41,-42,-24,4,36
East Midlands,2020-08-24,Monday,,Residential,4,8,9,12,1,4
East Midlands,2020-08-25,Tuesday,,Retail and Recreation,-29,-16,-16,0,9,103
East Midlands,2020-08-25,Tuesday,,Grocery and Pharmacy,-26,-17,-15,-12,3,15
East Midlands,2020-08-25,Tuesday,,Parks,,,,,,
East Midlands,2020-08-25,Tuesday,,Transit Stations,-58,-41,-38,-25,19,188
East Midlands,2020-08-25,Tuesday,,Workplaces,-57,-43,-44,-31,3,31
East Midlands,2020-08-25,Tuesday,,Residential,7,12,12,16,1,4
East Midlands,2020-08-26,Wednesday,,Retail and Recreation,-24,-10,-10,9,9,130
East Midlands,2020-08-26,Wednesday,,Grocery and Pharmacy,-20,-13,-12,-8,4,15
East Midlands,2020-08-26,Wednesday,,Parks,,,,,,
East Midlands,2020-08-26,Wednesday,,Transit Stations,-54,-35,-37,-12,21,233
East Midlands,2020-08-26,Wednesday,,Workplaces,-52,-39,-40,-24,3,29
East Midlands,2020-08-26,Wednesday,,Residential,5,9,10,13,1,3
East Midlands,2020-08-27,Thursday,,Retail and Recreation,-40,-24,-22,-12,7,84
East Midlands,2020-08-27,Thursday,,Grocery and Pharmacy,-21,-12,-12,-7,5,19
East Midlands,2020-08-27,Thursday,,Parks,,,,,,
East Midlands,2020-08-27,Thursday,,Transit Stations,-54,-35,-36,-5,18,292
East Midlands,2020-08-27,Thursday,,Workplaces,-54,-41,-42,-24,4,32
East Midlands,2020-08-27,Thursday,,Residential,6,11,11,15,1,4
East Midlands,2020-08-28,Friday,,Retail and Recreation,-42,-24,-22,-13,7,86
East Midlands,2020-08-28,Friday,,Grocery and Pharmacy,-20,-12,-11,-5,4,17
East Midlands,2020-08-28,Friday,,Parks,,,,,,
East Midlands,2020-08-28,Friday,,Transit Stations,-55,-31,-29,7,24,432
East Midlands,2020-08-28,Friday,,Workplaces,-55,-42,-43,-25,3,27
East Midlands,2020-08-28,Friday,,Residential,7,10,10,13,1,2
East Midlands,2020-08-29,Saturday,,Retail and Recreation,-44,-29,-25,-22,3,48
East Midlands,2020-08-29,Saturday,,Grocery and Pharmacy,-19,-12,-11,-7,4,16
East Midlands,2020-08-29,Saturday,,Parks,3,14,14,25,16,242
East Midlands,2020-08-29,Saturday,,Transit Stations,-49,-37,-36,-26,14,104
East Midlands,2020-08-29,Saturday,,Workplaces,-19,-16,-16,-12,2,8
East Midlands,2020-08-29,Saturday,,Residential,2,3,3,4,0,0
East Midlands,2020-08-30,Sunday,,Retail and Recreation,-36,-25,-26,-10,9,83
East Midlands,2020-08-30,Sunday,,Grocery and Pharmacy,-20,-17,-18,-11,2,11
East Midlands,2020-08-30,Sunday,,Parks,,,,,,
East Midlands,2020-08-30,Sunday,,Transit Stations,-47,-36,-36,-26,16,220
East Midlands,2020-08-30,Sunday,,Workplaces,-12,-10,-10,-9,2,4
East Midlands,2020-08-30,Sunday,,Residential,-1,0,0,2,1,1
East Midlands,2020-08-31,Monday,Summer Bank Holiday,Retail and Recreation,-15,-9,-11,0,6,35
East Midlands,2020-08-31,Monday,Summer Bank Holiday,Grocery and Pharmacy,-27,-21,-21,-18,4,9
East Midlands,2020-08-31,Monday,Summer Bank Holiday,Parks,,,,,,
East Midlands,2020-08-31,Monday,Summer Bank Holiday,Transit Stations,-60,-43,-47,-16,18,269
East Midlands,2020-08-31,Monday,Summer Bank Holiday,Workplaces,-78,-70,-71,-49,6,41
East Midlands,2020-08-31,Monday,Summer Bank Holiday,Residential,9,14,15,17,1,3
East Midlands,2020-09-01,Tuesday,,Retail and Recreation,-33,-19,-20,-1,6,113
East Midlands,2020-09-01,Tuesday,,Grocery and Pharmacy,-12,-5,-5,2,3,15
East Midlands,2020-09-01,Tuesday,,Parks,,,,,,
East Midlands,2020-09-01,Tuesday,,Transit Stations,-49,-31,-33,-11,19,181
East Midlands,2020-09-01,Tuesday,,Workplaces,-51,-39,-40,-18,6,39
East Midlands,2020-09-01,Tuesday,,Residential,4,9,9,13,1,4
East Midlands,2020-09-02,Wednesday,,Retail and Recreation,-40,-24,-23,-11,7,92
East Midlands,2020-09-02,Wednesday,,Grocery and Pharmacy,-19,-11,-10,-5,3,16
East Midlands,2020-09-02,Wednesday,,Parks,,,,,,
East Midlands,2020-09-02,Wednesday,,Transit Stations,-54,-35,-38,-17,18,178
East Midlands,2020-09-02,Wednesday,,Workplaces,-48,-37,-39,-17,3,36
East Midlands,2020-09-02,Wednesday,,Residential,5,10,10,15,1,4
East Midlands,2020-09-03,Thursday,,Retail and Recreation,-36,-23,-23,-11,9,67
East Midlands,2020-09-03,Thursday,,Grocery and Pharmacy,-16,-9,-8,-4,4,13
East Midlands,2020-09-03,Thursday,,Parks,,,,,,
East Midlands,2020-09-03,Thursday,,Transit Stations,-51,-34,-39,-16,18,160
East Midlands,2020-09-03,Thursday,,Workplaces,-49,-37,-38,-16,4,37
East Midlands,2020-09-03,Thursday,,Residential,4,9,9,13,1,4
East Midlands,2020-09-04,Friday,,Retail and Recreation,-41,-24,-22,-12,6,75
East Midlands,2020-09-04,Friday,,Grocery and Pharmacy,-16,-10,-11,-4,4,12
East Midlands,2020-09-04,Friday,,Parks,,,,,,
East Midlands,2020-09-04,Friday,,Transit Stations,-49,-28,-26,-9,19,238
East Midlands,2020-09-04,Friday,,Workplaces,-45,-35,-36,-14,4,34
East Midlands,2020-09-04,Friday,,Residential,4,7,8,10,1,3
East Midlands,2020-09-05,Saturday,,Retail and Recreation,-41,-27,-28,-17,9,57
East Midlands,2020-09-05,Saturday,,Grocery and Pharmacy,-19,-13,-13,-7,4,14
East Midlands,2020-09-05,Saturday,,Parks,8,10,10,12,3,8
East Midlands,2020-09-05,Saturday,,Transit Stations,-49,-36,-32,-26,8,105
East Midlands,2020-09-05,Saturday,,Workplaces,-16,-13,-13,-11,1,4
East Midlands,2020-09-05,Saturday,,Residential,1,3,2,4,1,1
East Midlands,2020-09-06,Sunday,,Retail and Recreation,-42,-29,-30,-12,6,86
East Midlands,2020-09-06,Sunday,,Grocery and Pharmacy,-17,-13,-15,-3,2,28
East Midlands,2020-09-06,Sunday,,Parks,,,,,,
East Midlands,2020-09-06,Sunday,,Transit Stations,-50,-40,-40,-29,16,220
East Midlands,2020-09-06,Sunday,,Workplaces,-12,-10,-10,-8,3,8
East Midlands,2020-09-06,Sunday,,Residential,0,1,1,3,1,1
East Midlands,2020-09-07,Monday,,Retail and Recreation,-35,-23,-22,-11,7,70
East Midlands,2020-09-07,Monday,,Grocery and Pharmacy,-19,-11,-12,-6,6,17
East Midlands,2020-09-07,Monday,,Parks,,,,,,
East Midlands,2020-09-07,Monday,,Transit Stations,-48,-28,-26,-12,16,161
East Midlands,2020-09-07,Monday,,Workplaces,-48,-37,-39,-16,4,44
East Midlands,2020-09-07,Monday,,Residential,3,8,8,11,1,3
East Midlands,2020-09-08,Tuesday,,Retail and Recreation,-37,-23,-24,-7,5,96
East Midlands,2020-09-08,Tuesday,,Grocery and Pharmacy,-18,-10,-9,-5,3,14
East Midlands,2020-09-08,Tuesday,,Parks,,,,,,
East Midlands,2020-09-08,Tuesday,,Transit Stations,-49,-32,-33,-21,16,116
East Midlands,2020-09-08,Tuesday,,Workplaces,-48,-37,-38,-14,4,45
East Midlands,2020-09-08,Tuesday,,Residential,3,8,8,12,1,4
East Midlands,2020-09-09,Wednesday,,Retail and Recreation,-40,-25,-24,-10,4,94
East Midlands,2020-09-09,Wednesday,,Grocery and Pharmacy,-20,-11,-11,-5,6,24
East Midlands,2020-09-09,Wednesday,,Parks,,,,,,
East Midlands,2020-09-09,Wednesday,,Transit Stations,-51,-32,-33,-21,15,117
East Midlands,2020-09-09,Wednesday,,Workplaces,-44,-34,-37,-9,4,47
East Midlands,2020-09-09,Wednesday,,Residential,3,8,8,12,1,4
East Midlands,2020-09-10,Thursday,,Retail and Recreation,-38,-24,-22,-12,3,56
East Midlands,2020-09-10,Thursday,,Grocery and Pharmacy,-16,-9,-8,-3,4,14
East Midlands,2020-09-10,Thursday,,Parks,,,,,,
East Midlands,2020-09-10,Thursday,,Transit Stations,-49,-30,-28,-13,13,143
East Midlands,2020-09-10,Thursday,,Workplaces,-45,-35,-37,-10,4,44
East Midlands,2020-09-10,Thursday,,Residential,2,8,8,12,1,4
East Midlands,2020-09-11,Friday,,Retail and Recreation,-40,-13,-13,65,7,239
East Midlands,2020-09-11,Friday,,Grocery and Pharmacy,-18,-7,-9,45,6,105
East Midlands,2020-09-11,Friday,,Parks,-30,60,49,378,15,5930
East Midlands,2020-09-11,Friday,,Transit Stations,-47,-12,-11,32,15,282
East Midlands,2020-09-11,Friday,,Workplaces,-44,-34,-35,-11,4,38
East Midlands,2020-09-11,Friday,,Residential,2,6,6,10,1,3
East Midlands,2020-09-12,Saturday,,Retail and Recreation,-40,-17,-19,75,8,310
East Midlands,2020-09-12,Saturday,,Grocery and Pharmacy,-23,-7,-10,61,7,190
East Midlands,2020-09-12,Saturday,,Parks,-16,74,66,350,27,5170
East Midlands,2020-09-12,Saturday,,Transit Stations,-47,-12,-14,28,13,274
East Midlands,2020-09-12,Saturday,,Workplaces,-17,-6,-7,20,6,40
East Midlands,2020-09-12,Saturday,,Residential,0,2,2,3,0,0
East Midlands,2020-09-13,Sunday,,Retail and Recreation,-42,-9,-14,104,16,610
East Midlands,2020-09-13,Sunday,,Grocery and Pharmacy,-28,-6,-9,75,9,259
East Midlands,2020-09-13,Sunday,,Parks,-7,100,85,403,30,7321
East Midlands,2020-09-13,Sunday,,Transit Stations,-48,0,-5,75,19,682
East Midlands,2020-09-13,Sunday,,Workplaces,-15,-5,-6,30,6,54
East Midlands,2020-09-13,Sunday,,Residential,-2,0,0,2,1,1
East Midlands,2020-09-14,Monday,,Retail and Recreation,-33,-7,-8,78,9,312
East Midlands,2020-09-14,Monday,,Grocery and Pharmacy,-20,-6,-7,47,6,117
East Midlands,2020-09-14,Monday,,Parks,-8,88,73,403,34,7229
East Midlands,2020-09-14,Monday,,Transit Stations,-45,-12,-16,43,13,294
East Midlands,2020-09-14,Monday,,Workplaces,-42,-31,-34,-6,4,49
East Midlands,2020-09-14,Monday,,Residential,2,7,7,10,1,3
East Midlands,2020-09-15,Tuesday,,Retail and Recreation,-35,-8,-9,81,7,322
East Midlands,2020-09-15,Tuesday,,Grocery and Pharmacy,-20,-5,-6,47,4,117
East Midlands,2020-09-15,Tuesday,,Parks,-7,81,64,410,33,7126
East Midlands,2020-09-15,Tuesday,,Transit Stations,-48,-15,-18,29,15,248
East Midlands,2020-09-15,Tuesday,,Workplaces,-42,-31,-33,-8,4,45
East Midlands,2020-09-15,Tuesday,,Residential,3,8,8,12,1,4
East Midlands,2020-09-16,Wednesday,,Retail and Recreation,-42,-13,-14,63,7,236
East Midlands,2020-09-16,Wednesday,,Grocery and Pharmacy,-23,-9,-10,38,6,99
East Midlands,2020-09-16,Wednesday,,Parks,-19,60,44,319,23,6159
East Midlands,2020-09-16,Wednesday,,Transit Stations,-50,-16,-18,31,13,243
East Midlands,2020-09-16,Wednesday,,Workplaces,-42,-31,-34,-8,5,43
East Midlands,2020-09-16,Wednesday,,Residential,4,8,8,12,1,3
East Midlands,2020-09-17,Thursday,,Retail and Recreation,-35,-10,-11,65,7,236
East Midlands,2020-09-17,Thursday,,Grocery and Pharmacy,-24,-6,-7,38,6,85
East Midlands,2020-09-17,Thursday,,Parks,-13,77,63,357,36,4989
East Midlands,2020-09-17,Thursday,,Transit Stations,-47,-14,-17,32,16,250
East Midlands,2020-09-17,Thursday,,Workplaces,-43,-32,-33,-9,4,41
East Midlands,2020-09-17,Thursday,,Residential,3,7,8,11,1,4
East Midlands,2020-09-18,Friday,,Retail and Recreation,-38,-12,-13,64,9,242
East Midlands,2020-09-18,Friday,,Grocery and Pharmacy,-21,-7,-9,44,4,105
East Midlands,2020-09-18,Friday,,Parks,-25,64,58,374,21,5658
East Midlands,2020-09-18,Friday,,Transit Stations,-44,-13,-15,35,13,239
East Midlands,2020-09-18,Friday,,Workplaces,-41,-30,-31,-6,5,40
East Midlands,2020-09-18,Friday,,Residential,3,7,7,10,1,2
East Midlands,2020-09-19,Saturday,,Retail and Recreation,-40,-16,-20,76,9,328
East Midlands,2020-09-19,Saturday,,Grocery and Pharmacy,-24,-7,-10,59,7,182
East Midlands,2020-09-19,Saturday,,Parks,-29,76,69,351,19,5812
East Midlands,2020-09-19,Saturday,,Transit Stations,-47,-13,-14,50,17,365
East Midlands,2020-09-19,Saturday,,Workplaces,-18,-6,-8,24,4,45
East Midlands,2020-09-19,Saturday,,Residential,1,2,2,4,1,1
East Midlands,2020-09-20,Sunday,,Retail and Recreation,-38,-9,-14,88,12,475
East Midlands,2020-09-20,Sunday,,Grocery and Pharmacy,-24,-6,-8,66,9,206
East Midlands,2020-09-20,Sunday,,Parks,-12,86,68,336,35,5291
East Midlands,2020-09-20,Sunday,,Transit Stations,-45,-2,-6,105,20,905
East Midlands,2020-09-20,Sunday,,Workplaces,-13,-4,-5,32,4,61
East Midlands,2020-09-20,Sunday,,Residential,0,1,1,3,1,1
East Midlands,2020-09-21,Monday,,Retail and Recreation,-30,-8,-9,66,7,236
East Midlands,2020-09-21,Monday,,Grocery and Pharmacy,-23,-5,-6,41,4,98
East Midlands,2020-09-21,Monday,,Parks,-15,75,72,321,36,4423
East Midlands,2020-09-21,Monday,,Transit Stations,-43,-15,-17,29,13,199
East Midlands,2020-09-21,Monday,,Workplaces,-42,-32,-34,-6,5,49
East Midlands,2020-09-21,Monday,,Residential,3,7,7,10,1,3
East Midlands,2020-09-22,Tuesday,,Retail and Recreation,-34,-10,-12,66,7,252
East Midlands,2020-09-22,Tuesday,,Grocery and Pharmacy,-18,-4,-5,39,6,93
East Midlands,2020-09-22,Tuesday,,Parks,-18,71,63,349,30,4851
East Midlands,2020-09-22,Tuesday,,Transit Stations,-45,-18,-20,21,9,203
East Midlands,2020-09-22,Tuesday,,Workplaces,-41,-31,-32,-5,5,49
East Midlands,2020-09-22,Tuesday,,Residential,3,8,8,11,1,4
East Midlands,2020-09-23,Wednesday,,Retail and Recreation,-42,-20,-21,35,6,129
East Midlands,2020-09-23,Wednesday,,Grocery and Pharmacy,-27,-9,-9,27,6,72
East Midlands,2020-09-23,Wednesday,,Parks,-50,16,8,210,15,3374
East Midlands,2020-09-23,Wednesday,,Transit Stations,-52,-27,-26,5,10,138
East Midlands,2020-09-23,Wednesday,,Workplaces,-40,-30,-32,-5,4,45
East Midlands,2020-09-23,Wednesday,,Residential,5,10,10,14,1,4
East Midlands,2020-09-24,Thursday,,Retail and Recreation,-37,-17,-19,44,6,141
East Midlands,2020-09-24,Thursday,,Grocery and Pharmacy,-17,-5,-6,29,4,56
East Midlands,2020-09-24,Thursday,,Parks,-46,37,24,256,21,4644
East Midlands,2020-09-24,Thursday,,Transit Stations,-49,-24,-25,8,15,166
East Midlands,2020-09-24,Thursday,,Workplaces,-41,-30,-32,-4,5,46
East Midlands,2020-09-24,Thursday,,Residential,4,9,9,13,1,4
East Midlands,2020-09-25,Friday,,Retail and Recreation,-38,-17,-19,17,6,82
East Midlands,2020-09-25,Friday,,Grocery and Pharmacy,-17,-5,-6,22,4,43
East Midlands,2020-09-25,Friday,,Parks,-45,23,17,224,19,2163
East Midlands,2020-09-25,Friday,,Transit Stations,-45,-22,-22,0,9,129
East Midlands,2020-09-25,Friday,,Workplaces,-40,-29,-29,-8,6,37
East Midlands,2020-09-25,Friday,,Residential,5,8,8,11,1,2
East Midlands,2020-09-26,Saturday,,Retail and Recreation,-40,-21,-23,46,6,176
East Midlands,2020-09-26,Saturday,,Grocery and Pharmacy,-23,-5,-8,50,6,130
East Midlands,2020-09-26,Saturday,,Parks,-56,30,24,238,19,2874
East Midlands,2020-09-26,Saturday,,Transit Stations,-48,-25,-28,12,12,195
East Midlands,2020-09-26,Saturday,,Workplaces,-15,-5,-6,22,4,42
East Midlands,2020-09-26,Saturday,,Residential,3,4,4,7,0,1
East Midlands,2020-09-27,Sunday,,Retail and Recreation,-40,-16,-19,56,10,256
East Midlands,2020-09-27,Sunday,,Grocery and Pharmacy,-20,-7,-9,49,6,120
East Midlands,2020-09-27,Sunday,,Parks,-39,48,36,298,24,3427
East Midlands,2020-09-27,Sunday,,Transit Stations,-49,-16,-20,49,19,409
East Midlands,2020-09-27,Sunday,,Workplaces,-16,-3,-5,33,4,64
